Rk,School,Conf,ConfStr,AdjEM,AdjO,SDO,AdjD,SDD,AdjT,SDP,Record,Home,Neutral,Away,Q1,Q2,Q3,Q4
340.0,Omaha,Summit,-2.7468561844670916,-12.798018156458951,96.69361197326734,14.8941075078605,109.49163012972629,19.0290518102265,67.69451779662162,19.0290518102265,[8-23],[4-7],[3-1],[1-15],[0-6],[0-2],[1-7],[7-8]
341.0,Cal State Northridge,Big West,-1.675189283908395,-12.892629770328327,92.84320851701654,13.669596200167488,105.73583828734486,17.628524047504136,67.70496694448185,17.628524047504136,[5-25],[5-8],[0-3],[0-14],[0-1],[0-3],[2-9],[3-12]
342.0,Louisville,ACC,6.458574349571919,-12.932384744492438,95.99447707374581,15.676295950737712,108.92686181823825,22.257602685426097,67.89659536482496,22.257602685426097,[4-28],[4-13],[0-4],[0-11],[0-10],[1-6],[0-7],[3-5]
343.0,Lamar,Southland,-6.197279410965066,-13.347257047548041,95.95923074454736,14.05926685566887,109.3064877920954,18.541075302606583,65.6906799107863,18.541075302606583,[6-22],[3-9],[1-1],[2-12],[0-1],[0-2],[1-4],[5-15]
344.0,Albany (NY),AEC,-2.009596864476663,-13.527248983500698,97.56724363449248,14.718792426882347,111.09449261799318,19.814958655508004,67.66547895374302,19.814958655508004,[6-23],[4-6],[1-1],[1-16],[0-5],[1-2],[0-7],[5-9]
345.0,Columbia,Ivy,2.0873678054697535,-14.208576661521207,91.30374234032051,15.139105354578726,105.51231900184172,20.42412334934604,73.03716485387473,20.42412334934604,[5-22],[4-9],[0-0],[1-13],[1-4],[0-4],[1-5],[3-9]
346.0,Hampton,CAA,-3.54890206421814,-14.744745897741836,95.31696526451664,12.456593305309802,110.06171116225848,18.178379264490857,70.91228610527281,18.178379264490857,[7-24],[6-6],[0-5],[1-13],[0-4],[0-4],[1-6],[6-10]
347.0,Tulsa,AAC,5.503526353345421,-14.966846778188014,94.97668125524154,11.54007803682262,109.94352803342956,19.621702833289643,71.83837588558883,19.621702833289643,[5-25],[4-10],[1-3],[0-12],[0-5],[0-7],[1-6],[4-7]
348.0,VMI,Southern,0.607138182247013,-15.038333844904258,97.32988486478115,15.021240788892186,112.36821870968541,22.664310589878443,67.4019192862872,22.664310589878443,[4-25],[3-8],[0-3],[1-14],[0-2],[0-6],[2-11],[2-6]
349.0,Coppin State,MEAC,-7.957456933997264,-15.055957032777485,96.96446843184128,12.75066363596881,112.02042546461877,18.904779240108745,75.0837882704054,18.904779240108745,[9-23],[4-6],[0-1],[5-16],[0-4],[1-2],[2-9],[6-8]
350.0,Arkansas-Pine Bluff,SWAC,-12.7376828307723,-15.596466910153111,89.85165393048621,12.195463355395349,105.44812084063932,15.285484796054119,73.4656829201335,15.285484796054119,[6-21],[4-5],[0-0],[2-16],[0-3],[0-2],[0-3],[6-13]
351.0,California,Pac-12,4.339152644880173,-16.082437712495334,88.74885754026786,16.837524312646384,104.8312952527632,23.16605118004632,69.3337588715777,23.16605118004632,[3-29],[3-14],[0-3],[0-12],[0-4],[0-8],[2-9],[1-8]
352.0,Bethune-Cookman,SWAC,-12.7376828307723,-16.33016652146418,94.96905458639279,15.01130406537113,111.29922110785697,18.800923639791836,70.60794363595343,18.800923639791836,[10-20],[6-5],[1-2],[3-13],[0-3],[0-0],[0-3],[10-14]
353.0,South Carolina State,MEAC,-7.957456933997264,-16.887035681217327,95.25009519659925,11.66066496008941,112.13713087781657,19.436962489758486,75.23760479253504,19.436962489758486,[4-26],[3-6],[0-1],[1-19],[0-2],[0-4],[2-7],[2-13]
354.0,Evansville,MVC,0.7463188532381935,-17.2651334822647,88.56074844062306,10.470197849250635,105.82588192288776,20.450517142901248,71.99722554003942,20.450517142901248,[5-27],[3-10],[1-3],[1-14],[0-4],[0-7],[1-5],[4-11]
355.0,Monmouth,CAA,-3.54890206421814,-17.421660102268334,90.35638763100197,17.017278052529022,107.7780477332703,24.73051761505247,69.7476934543703,24.73051761505247,[7-26],[3-10],[1-1],[3-15],[0-7],[0-4],[1-7],[6-8]
356.0,Alabama State,SWAC,-12.7376828307723,-17.54847271003105,90.36311003674489,11.515234570565598,107.91158274677593,17.069063765154315,69.72351369261709,17.069063765154315,[7-23],[4-5],[1-0],[2-18],[0-3],[0-3],[0-4],[7-13]
357.0,Delaware State,MEAC,-7.957456933997264,-18.284621787675675,90.8799161674969,12.3514061281483,109.16453795517258,20.80036703227081,70.36797658582003,20.80036703227081,[5-23],[3-7],[0-2],[2-14],[0-4],[0-1],[0-8],[5-10]
358.0,IUPUI,Horizon,-1.4172126408616066,-18.303975736726173,94.3977426092423,14.453832746804487,112.70171834596847,23.02865832512129,67.01167368902516,23.02865832512129,[3-27],[2-9],[1-3],[0-15],[0-3],[0-4],[0-9],[3-11]
359.0,Mississippi Valley State,SWAC,-12.7376828307723,-22.184617745565276,88.71855845510059,14.492457165570206,110.90317620066587,23.42387697240983,70.27897587898222,23.42387697240983,[5-27],[4-6],[0-2],[1-19],[0-3],[0-5],[0-3],[5-16]
360.0,Hartford,Independent,-17.64723301592707,-22.59171824168517,88.69608581485343,12.98291435303269,111.2878040565386,24.802971330161743,67.20971581759837,24.802971330161743,[2-22],[2-9],[0-2],[0-11],[0-0],[0-5],[0-3],[2-14]
361.0,Florida A&M,SWAC,-12.7376828307723,-23.356464399790127,86.84130299451911,13.38807652504068,110.19776739430924,22.35624949116282,67.1685886477892,22.35624949116282,[5-22],[2-7],[0-0],[3-15],[0-3],[0-2],[0-3],[5-14]
362.0,Green Bay,Horizon,-1.4172126408616066,-23.533043036039388,88.88595053689284,14.578583222066381,112.41899357293222,28.162026988171807,65.96680108550373,28.162026988171807,[3-29],[2-10],[0-2],[1-17],[0-2],[0-7],[1-10],[2-10]
363.0,Long Island University,NEC,-9.250784289221727,-24.120063469127047,87.56927369042869,12.632577571446314,111.68933715955573,25.367386841688653,76.62146807521398,25.367386841688653,[1-24],[0-9],[0-2],[1-13],[0-3],[0-3],[0-2],[1-16]
